Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - NPHarvest,https://www.crunchbase.com/funding_round/npharvest-seed--016a4eba,"Life Science, Waste Management, Water",Nordic Foodtech VC,"MVTT, Nordic Foodtech VC, Stephen Industries",1300000,EUR,1386988,Seed,2024-04-17,,,,NPHarvest,https://www.crunchbase.com/organization/npharvest,"Espoo, Southern Finland, Finland, Europe","NPHarvest is a company with expertise in organic waste management, wastewater treatment, and nutrient recovery.",https://npharvest.fi/en,Seed,2,2200000,EUR,2347210,Yes,Seed,3
Pre Seed Round - AI Bob,https://www.crunchbase.com/funding_round/ai-bob-1835-pre-seed--576dbbf7,"Artificial Intelligence (AI), Web Development",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,AI Bob,https://www.crunchbase.com/organization/ai-bob-1835,"Segeltorp, Stockholms Lan, Sweden, Europe",AI Bob offers architects a digital assistant that automates the review process of blueprint models.,https://www.aibob.io,Seed,1,125000,USD,125000,Yes,Seed,1
Seed Round - Cetasol,https://www.crunchbase.com/funding_round/cetasol-seed--e732df7c,"Marine Technology, Software, Sustainability","Impact X Capital Partners, Sarsia, ShipsFocus","Impact X Capital Partners, Sarsia, ShipsFocus",2000000,EUR,2142899,Seed,2024-04-29,,,,Cetasol,https://www.crunchbase.com/organization/cetasol,"Gothenburg, Vastra Gotaland, Sweden, Europe",Cetasol is an innovative technology firm focusing on intelligent solutions for sustainability in marine sector.,https://cetasol.com,Seed,1,2000000,EUR,2142899,Yes,Seed,3
Pre Seed Round - AVES Reality,https://www.crunchbase.com/funding_round/aves-reality-pre-seed--720a1d68,"Artificial Intelligence (AI), Mapping Services, Navigation","Bayern Kapital, CADFEM, FTTF","Bayern Kapital, CADFEM, FTTF",,,,Pre-Seed,2024-04-25,,,,AVES Reality,https://www.crunchbase.com/organization/aves-reality,"Garmisch-partenkirchen, Bayern, Germany, Europe",AVES Reality creates AI-based software that generates virtual 3D maps of any location using data such as satellite and overflight images.,https://avesreality.com,Seed,1,,,,Yes,Seed,3
Seed Round - Metiundo,https://www.crunchbase.com/funding_round/metiundo-seed--a16c7f0f,"Analytics, Information Technology, IT Infrastructure, IT Management, Property Management, Software",,"Enpulse, Viega",,,,Seed,2024-06-05,,,,Metiundo,https://www.crunchbase.com/organization/metiundo,"Berlin, Berlin, Germany, Europe",Metiundo develops hardware and software for collecting consumption data of properties.,https://www.metiundo.io/en,Seed,2,,,,Yes,Seed,2
Seed Round - DeepSkill,https://www.crunchbase.com/funding_round/deep-skill-seed--5177470e,"E-Learning, Personal Development, Training",Bettina Volkens,"Bettina Volkens, HTGF | High-Tech Gruenderfonds, Kienbaum Consultants International",1500000,EUR,1631094,Seed,2024-06-05,,,,DeepSkill,https://www.crunchbase.com/organization/deep-skill,"Köln, Nordrhein-Westfalen, Germany, Europe",DeepSkill is a digital platform for holistic personnel development.,https://deepskill.com/,Seed,3,1500000,EUR,1631094,Yes,Seed,3
Seed Round - Commit Biologics,https://www.crunchbase.com/funding_round/commit-biologics-seed--0165d594,"Biotechnology, Life Science, Medical, Therapeutics",,"Bioqube Ventures, Novo Holdings",16000000,EUR,17250804,Seed,2024-05-09,,,,Commit Biologics,https://www.crunchbase.com/organization/commit-biologics,"Aarhus, Midtjylland, Denmark, Europe",Commit Biologics is a biotechnology research company developing a novel immunotherapy platform for the treatment of cancer.,https://commitbio.com/,Seed,3,17970632,USD,17970632,Yes,Seed,2
Seed Round - Zoios,https://www.crunchbase.com/funding_round/zoios-seed--c8b0ae43,"Analytics, Employment, Human Resources, Software",,"People Ventures, Y Combinator",1490296,USD,1490296,Seed,2024-05-13,,,,Zoios,https://www.crunchbase.com/organization/zoios,"Copenhagen, Hovedstaden, Denmark, Europe",Zoios provides a people analytics solutions intended to unite well-being and performance.,https://zoios.io,Seed,3,2615296,USD,2615296,Yes,Seed,2
Pre Seed Round - Olivaw Robotics,https://www.crunchbase.com/funding_round/olivaw-robotics-pre-seed--c752e5a1,"Robotic Process Automation (RPA), Robotics",,"Plug and Play, Sebastian Winkler von Mohrenfels",1200000,EUR,1303458,Pre-Seed,2024-04-08,,,,Olivaw Robotics,https://www.crunchbase.com/organization/olivaw-robotics,"Munich, Bayern, Germany, Europe","Olivaw Robotics is a platform developed to help robot manufacturers, distributors in operating their own robotic networks.",https://olivaw.ai,Seed,1,1200000,EUR,1303458,Yes,Seed,2
Pre Seed Round - Vinlivt,https://www.crunchbase.com/funding_round/vinlivt-pre-seed--673e7671,"Banking, Financial Services, InsurTech, Retirement",,"Daniel Feyler, Oliver Herrmann, Tim Buetecke, Torsten Oletzky",1000000,EUR,1071450,Pre-Seed,2024-04-29,,,,Vinlivt,https://www.crunchbase.com/organization/vinlivt,"München, Bayern, Germany, Europe",Vinlivt is a fintech software development company that offers financial retirement services.,https://www.vinlivt.de/,Seed,2,1700000,EUR,1806706,Yes,Seed,4
Seed Round - Cerabyte,https://www.crunchbase.com/funding_round/cerabyte-seed--87a7a8db,"Cloud Data Services, Data Storage, Information Technology",EIC Accelerator,EIC Accelerator,,,,Seed,2024-07-15,,,,Cerabyte,https://www.crunchbase.com/organization/cerabyte,"Munich, Bayern, Germany, Europe",Cerabyte is an IT company that provides data centers from scratch for the storage of regular media in the form of ceramic nanolayers.,https://www.cerabyte.com/,Seed,5,7700000,USD,7700000,Yes,,1
Seed Round - Kiutra,https://www.crunchbase.com/funding_round/kiutra-seed--35b057cb,"Advanced Materials, Electronics, Industrial Automation, Manufacturing, Nanotechnology, Quantum Computing, Semiconductor",EIC Accelerator,EIC Accelerator,,,,Seed,2024-07-15,,,,Kiutra,https://www.crunchbase.com/organization/kiutra,"Munich, Bayern, Germany, Europe",Easy-to-use and scalable cooling for Science and Technology,https://www.kiutra.com/,Seed,5,,,,Yes,Seed,1
Pre Seed Round - Ironic Biotech,https://www.crunchbase.com/funding_round/ironic-biotech-pre-seed--91a19cf7,"Biotechnology, Medical",Nordic Foodtech VC,Nordic Foodtech VC,1000000,EUR,1083657,Pre-Seed,2024-04-04,,,,Ironic Biotech,https://www.crunchbase.com/organization/ironic-biotech,"Furulund, Skane Lan, Sweden, Europe",Ironic Biotech is a biotech company that develops specific and effective remedies for iron deficiency and other health conditions.,https://www.ironicbiotech.com,Seed,1,1000000,EUR,1083657,Yes,Seed,1
Seed Round - Phaseform,https://www.crunchbase.com/funding_round/phaseform-seed--3ccf9ffd,"Biotechnology, Electronics, Life Science, Manufacturing, Optical Communication, Software",EIC Accelerator,EIC Accelerator,,,,Seed,2024-07-15,,,,Phaseform,https://www.crunchbase.com/organization/phaseform,"Freiburg, Baden-Wurttemberg, Germany, Europe",Phaseform develops next-generation adaptive optics systems based on innovative hardware and software,https://www.phaseform.com,Seed,8,8970000,EUR,9755148,Yes,Seed,1
Pre Seed Round - Omnipeak.AI,https://www.crunchbase.com/funding_round/omnipeak-ai-pre-seed--8b1e81f8,"Artificial Intelligence (AI), Marketing, Software",,"BM H Beteiligungs-Managementgesellschaft Hessen, Hessen Kapital",,,,Pre-Seed,2024-05-23,,,,Omnipeak.AI,https://www.crunchbase.com/organization/omnipeak-ai,"Frankfurt An Der Oder, Brandenburg, Germany, Europe",Omnipeak is an AI-powered software solution that automates account-based marketing campaigns.,https://omnipeak.ai,Seed,1,,,,Yes,Seed,2
Seed Round - Gridly,https://www.crunchbase.com/funding_round/gridly-seed--357ff9dd,"CMS, Database, Information Technology, Internet, Software, Video Games","Rendered VC, Subvenio Invest","Rendered VC, Subvenio Invest",28000000,SEK,2558416,Seed,2024-04-17,,,,Gridly,https://www.crunchbase.com/organization/gridly,"Helsingborg, Skane Lan, Sweden, Europe",A cloud-based AI-powered content management online platform tailor-made for games and digital products,https://www.gridly.com,Seed,2,3282416,USD,3282416,Yes,Seed,2
Seed Round - Urbify,https://www.crunchbase.com/funding_round/urbeee-seed--1ff40e93,"Delivery, E-Commerce, Information Technology, Logistics, Mobile",CirCap Funds,CirCap Funds,,,,Seed,2024-06-26,,,,Urbify,https://www.crunchbase.com/organization/urbeee,"Berlin, Berlin, Germany, Europe",Urbify offers an integrated delivery operating system for online retailers to provide same-day and next-day deliveries.,https://www.urbify.de,Seed,3,2300000,EUR,2452162,Yes,Seed,1
Seed Round - Ponta,https://www.crunchbase.com/funding_round/ponta-seed--ded270e8,"Advertising, Advertising Platforms, Cyber Security, Digital Marketing, Mobile Advertising",,"Enrique Dillon, Nidoco, Robert Lagerstrom",305000,EUR,327469,Seed,2024-07-01,,,,Ponta,https://www.crunchbase.com/organization/ponta,"Helsinki, Southern Finland, Finland, Europe",Ponta is an ad tech company that helps enterprises connect with audiences through innovative proprietary solutions.,https://www.ponta.co,Seed,2,305000,EUR,327469,Yes,Seed,3
Pre Seed Round - Fronyx,https://www.crunchbase.com/funding_round/fronyx-pre-seed--69e41bd2,"Artificial Intelligence (AI), Electric Vehicle, Information Technology, Machine Learning, Renewable Energy, Software, Sustainability",,Next Mobility Labs,,,,Pre-Seed,2024-05-01,,,,Fronyx,https://www.crunchbase.com/organization/fronyx,"Essen, Nordrhein-Westfalen, Germany, Europe",Fronyx develops online solutions using artificial intelligence for the electric vehicle industry.,https://fronyx.io/,Seed,1,,,,Yes,Seed,1
Seed Round - OpenQ,https://www.crunchbase.com/funding_round/openq-50ea-seed--63c0a3d5,"CRM, Information Technology, Software",,"Blockchain Founders Capital, Kraken Ventures, Speedinvest",,,,Seed,2024-06-17,,,,OpenQ,https://www.crunchbase.com/organization/openq-50ea,"Berlin, Berlin, Germany, Europe",OpenQ provides a DRM platform to optimize developer relations and engagement for businesses.,https://openq.dev/,Seed,1,,,,Yes,Seed,3
Seed Round - embedded ocean GmbH | Xentara,https://www.crunchbase.com/funding_round/emocean-seed--c7c457af,"Industrial Automation, Industrial Manufacturing, Information Technology, Internet of Things, Software",,"Christoph Bergner, Isar Valley Ventures",,,,Seed,2024-05-14,,,,embedded ocean GmbH | Xentara,https://www.crunchbase.com/organization/emocean,"Unterhaching, Bayern, Germany, Europe",The Future of PLC is Software-Defined,https://www.xentara.io/,Seed,2,,,,Yes,Seed,2
Pre Seed Round - Daze,https://www.crunchbase.com/funding_round/daze-cea4-pre-seed--636a4ee7,"Delivery, E-Commerce, Logistics, Shipping","Antler, Wave Ventures","Antler, Wave Ventures",,,,Pre-Seed,2024-04-19,,,,Daze,https://www.crunchbase.com/organization/daze-cea4,"Helsinki, Southern Finland, Finland, Europe",Deliveries & returns for the new generation of e-commerce,https://shipdaze.com,Seed,1,,,,Yes,Seed,2
Seed Round - everyone energy,https://www.crunchbase.com/funding_round/everyone-energy-seed--fb268108,"Energy, Renewable Energy, SaaS, Solar","HTGF | High-Tech Gruenderfonds, neoteq ventures","HTGF | High-Tech Gruenderfonds, neoteq ventures",,,,Seed,2024-05-07,,,,everyone energy,https://www.crunchbase.com/organization/everyone-energy,"Berlin, Berlin, Germany, Europe",everyone energy is an automated energy advisory platform that aims to improve the user experience during the energy transition.,https://everyone-energy.de,Seed,1,,,,Yes,Seed,2
Pre Seed Round - Adon Health,https://www.crunchbase.com/funding_round/adon-health-pre-seed--dfc809e3,"Health Care, Hospital",BackBone Ventures,"Atomico, BackBone Ventures, Vera Baker",,,,Pre-Seed,2024-04-04,,,,Adon Health,https://www.crunchbase.com/organization/adon-health,"München, Bayern, Germany, Europe",Adon Health is to create a future where high-quality medicine revolutionize men's healthcare.,https://www.adon-health.de/,Seed,1,,,,Yes,Seed,3
Seed Round - Alrik,https://www.crunchbase.com/funding_round/alrik-seed--fe444e9e,,Pi Labs,Pi Labs,1000000,EUR,1083813,Seed,2024-04-03,,,,Alrik,https://www.crunchbase.com/organization/alrik,"Stockholm, Stockholms Lan, Sweden, Europe","Alrik is a logistics workspace for construction distributors. They use it to manage their Fleet, ship materials online, and track cost data.",https://www.alrik.com,Seed,2,4250000,EUR,4463143,Yes,Seed,1
Seed Round - Zentur.io GmbH,https://www.crunchbase.com/funding_round/zentur-io-gmbh-seed--e67dcf9c,"Data Visualization, Heating, Ventilation, and Air Conditioning (HVAC), Renewable Energy, SaaS, Software","Bayern Kapital, Enpulse","Bayern Kapital, Enpulse",,,,Seed,2024-06-12,,,,Zentur.io GmbH,https://www.crunchbase.com/organization/zentur-io-gmbh,"Landshut, Bayern, Germany, Europe","SaaS, District Heating",https://www.zentur.io,Seed,2,,,,Yes,Seed,2
Pre Seed Round - Uoma,https://www.crunchbase.com/funding_round/uoma-pre-seed--3d2f189a,"Artificial Intelligence (AI), Mental Health, Therapeutics, Wellness",,Antler,150000,EUR,160839,Pre-Seed,2024-06-14,,,,Uoma,https://www.crunchbase.com/organization/uoma,"Helsinki, Southern Finland, Finland, Europe",Uoma is a mental health support platform that provides storytelling services and therapy sessions based on artificial intelligence.,https://www.uoma.ai/,Seed,1,150000,EUR,160839,Yes,Seed,1
Seed Round - tenac.io,https://www.crunchbase.com/funding_round/tenac-io-seed--c0d72a8e,"Health Care, Machine Learning, Software",Plug and Play,Plug and Play,,,,Seed,2024-04-02,,,,tenac.io,https://www.crunchbase.com/organization/tenac-io,"Berlin, Berlin, Germany, Europe",Tenac.io is an AI-driven therapy optimization for cardiovascular patients.,http://www.tenac.io,Seed,5,1200000,EUR,1371787,Yes,Seed,1
Seed Round - Evitado Technologies,https://www.crunchbase.com/funding_round/evitado-technologies-seed--80a2b881,"Air Transportation, Robotics, Software",Plug and Play,Plug and Play,,,,Seed,2024-04-02,,,,Evitado Technologies,https://www.crunchbase.com/organization/evitado-technologies,"Hamburg, Hamburg, Germany, Europe",Evitado Technologies focuses on automating airport operations by building an automation platform.,https://evitado.io/,Seed,3,,,,Yes,Seed,1
Seed Round - Seamless Therapeutics,https://www.crunchbase.com/funding_round/seamless-therapeutics-seed--e74156e5,"Genetics, Therapeutics","Forbion Capital Partners, Wellington Partners","Forbion Capital Partners, Wellington Partners",11800000,EUR,12628776,Seed,2024-04-23,,,,Seamless Therapeutics,https://www.crunchbase.com/organization/seamless-therapeutics,"Dresden, Sachsen, Germany, Europe",Seamless Therapeutics is reshaping the gene editing paradigm with a novel approach to restoring health in patients.,https://seamlesstx.com,Seed,3,23600000,EUR,25152856,Yes,Seed,2
Seed Round - Juristic,https://www.crunchbase.com/funding_round/juristic-seed--cb4e6108,"Information Technology, Legal Tech, Software",Ugly Duckling Ventures,"Jens Bang Liebst, Jonatan Hjortdal, Ugly Duckling Ventures",1000000,USD,1000000,Seed,2024-04-22,,,,Juristic,https://www.crunchbase.com/organization/juristic,"Copenhagen, Hovedstaden, Denmark, Europe",Juristic is a browser-based legal and financial technology start-up.,https://www.juristic.io,Seed,3,1133824,USD,1133824,Yes,Seed,3
Seed Round - Talent2Go,https://www.crunchbase.com/funding_round/talent2go-seed--9c0a6ad3,"Enterprise Software, Human Resources, Software",allygatr,allygatr,,,,Seed,2024-07-24,,,,Talent2Go,https://www.crunchbase.com/organization/talent2go,"Landau, Bayern, Germany, Europe",Talent2Go is an HRtech company that provides training management software solutions for companies to make less burden for the trainers.,https://talent2go.de ,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Norditech,https://www.crunchbase.com/funding_round/norditech-8b8a-pre-seed--032413de,"Artificial Intelligence (AI), SaaS",Spintop Ventures,"Spintop Ventures, Starbright Invest",700000,EUR,749002,Pre-Seed,2024-04-24,,,,Norditech,https://www.crunchbase.com/organization/norditech-8b8a,"Jönköping, Jonkopings Lan, Sweden, Europe",Building World-leadning AI products,https://www.norditech.se/,Seed,1,700000,EUR,749002,Yes,Seed,2
Pre Seed Round - Oinride Oy,https://www.crunchbase.com/funding_round/oinride-oy-pre-seed--070250a4,Robotics,Paandir B.V.,"EIT RawMaterials, Paandir B.V.",345000,EUR,375067,Pre-Seed,2024-07-27,2700000,EUR,2935306,Oinride Oy,https://www.crunchbase.com/organization/oinride-oy,"Tampere, Western Finland, Finland, Europe",We are a Finnish startup that aims to keep personnel at distance when operating in hazardous environments by deploying intelligent robots.,http://Oinride.com,Seed,2,360000,EUR,391275,Yes,Seed,2
Pre Seed Round - Nutrumami,https://www.crunchbase.com/funding_round/nutrumami-pre-seed--4a7a405d,"Food Delivery, Food Processing, Manufacturing","Kost Capital, Planetary Impact Ventures","Kost Capital, Planetary Impact Ventures",450000,EUR,486054,Pre-Seed,2024-05-29,,,,Nutrumami,https://www.crunchbase.com/organization/nutrumami,"Copenhagen, Hovedstaden, Denmark, Europe",Nutrumami is an innovative startup elevating plant nutrition and flavor for a more animal-free future.,https://www.nutrumami.com,Seed,1,450000,EUR,486054,Yes,Seed,2
Seed Round - FundaMental Pharma,https://www.crunchbase.com/funding_round/fundamental-pharma-seed--2ab0894d,Health Care,,Novartis Venture Fund,2700000,EUR,2896048,Seed,2024-04-11,,,,FundaMental Pharma,https://www.crunchbase.com/organization/fundamental-pharma,"Heidelberg, Baden-Wurttemberg, Germany, Europe",FundaMental Pharma is a neuroscience company with a portfolio at the preclinical stage.,https://fundamentalpharma.com/,Seed,2,12700000,EUR,13257207,Yes,Seed,1
Seed Round - Agrobiomics,https://www.crunchbase.com/funding_round/agrobiomics-seed--0e1ec5a9,"AgTech, Biotechnology, Farming",NOON Ventures,NOON Ventures,4000000,EUR,4338070,Seed,2024-07-24,,,,Agrobiomics,https://www.crunchbase.com/organization/agrobiomics,"Copenhagen, Hovedstaden, Denmark, Europe",Agrobiomics is a biotechnology research platform providing farmers with effective and sustainable solutions for better crop production.,https://www.agrobiomics.bio/,Seed,4,6000000,EUR,6438407,Yes,Seed,1
Pre Seed Round - Kidre,https://www.crunchbase.com/funding_round/kidre-pre-seed--dd86b25c,"E-Commerce, Fashion, Software, Sustainability",Antler,Antler,150000,EUR,161048,Pre-Seed,2024-04-01,1350000,EUR,1449431,Kidre,https://www.crunchbase.com/organization/kidre,"Vantaa, Southern Finland, Finland, Europe",Enabling recommerce at scale,https://www.kidre.com,Seed,1,150000,EUR,161048,Yes,Seed,1
Seed Round - Kenzi Wealth,https://www.crunchbase.com/funding_round/kenzi-wealth-seed--2900207b,,EFG Hermes,EFG Hermes,,,,Seed,2024-05-21,,,,Kenzi Wealth,https://www.crunchbase.com/organization/kenzi-wealth,"Hellerup, Hovedstaden, Denmark, Europe","KENZI, a Copenhagen-based fintech wealth manager, is licensed and regulated by the Danish Financial Services Authority.",https://kenziwealth.com,Seed,1,,,,Yes,Seed,1
Seed Round - Novumstate,https://www.crunchbase.com/funding_round/novumstate-seed--786ac5bf,Property Management,Holger Ballwanz,Holger Ballwanz,,,,Seed,2024-05-02,,,,Novumstate,https://www.crunchbase.com/organization/novumstate,"Berlin, Berlin, Germany, Europe",Novumstate digitalizes the real estate service business.,http://www.novumstate.com,Seed,2,,,,Yes,Seed,1
Seed Round - Daxap,https://www.crunchbase.com/funding_round/daxap-seed--806fbbe0,"EdTech, IT Management, SaaS, Social Entrepreneurship",Limex Ventures,"Lectus AS, Limex Ventures",4000000,NOK,364777,Seed,2024-04-25,,,,Daxap,https://www.crunchbase.com/organization/daxap,"Melhus, Sor-Trondelag, Norway, Europe",Daxap is a social entrepreneur in the IT and SaaS sectors that aims to simplify communication through smart digital solutions.,https://www.daxap.io,Seed,1,4000000,NOK,364777,Yes,Seed,2
Pre Seed Round - Hytrade,https://www.crunchbase.com/funding_round/hytrade-pre-seed--dde18c83,"Electrical Distribution, SaaS",Innovestor,Innovestor,190000,EUR,203808,Pre-Seed,2024-04-25,,,,Hytrade,https://www.crunchbase.com/organization/hytrade,"Helsinki, Southern Finland, Finland, Europe",Hytrade is a SaaS platform that maximizes electricity for green hydrogen production.,https://hytrade.ai,Seed,1,190000,EUR,203808,Yes,Seed,1
Seed Round - yoona.ai,https://www.crunchbase.com/funding_round/yoona-technology-seed--1e37018a,"Artificial Intelligence (AI), Machine Learning, SaaS, Software",Google for Startups,Google for Startups,,,,Seed,2024-07-07,,,,yoona.ai,https://www.crunchbase.com/organization/yoona-technology,"Berlin, Berlin, Germany, Europe",yoona.ai is a B2B SaaS Platform.,https://www.yoona.ai,Seed,6,2193263,USD,2193263,Yes,Seed,1
Seed Round - Innoloft,https://www.crunchbase.com/funding_round/innoloft-seed--72c5edf5,"B2B, SaaS, Software",Capital Mills,Capital Mills,,,,Seed,2024-05-08,,,,Innoloft,https://www.crunchbase.com/organization/innoloft,"Aachen, Nordrhein-Westfalen, Germany, Europe","We make coding as easy as PowerPoint! Innoloft offers LoftOS, a no-code development platform enabling everyone to build web applications.",https://innoloft.com,Seed,3,1000000,EUR,1083799,Yes,Seed,1
Seed Round - Völur,https://www.crunchbase.com/funding_round/völur-seed--bf75a88a,"Artificial Intelligence (AI), Food Processing, Machine Learning",,"Fusion Fund, Idekapital, Serra Ventures, York IE",2850000,USD,2850000,Seed,2024-04-04,,,,Völur,https://www.crunchbase.com/organization/völur,"Oslo, Oslo, Norway, Europe",Völur is an AI-based technology company that optimizes the cutting and processing of sustainable meat.,https://volur.no/,Seed,5,7014705,USD,7014705,Yes,Seed,4
Seed Round - Repli5,https://www.crunchbase.com/funding_round/repli5-seed--2814f9e1,"Autonomous Vehicles, Information Technology",,Chalmers Ventures AB,6000000,SEK,571005,Seed,2024-07-04,,,,Repli5,https://www.crunchbase.com/organization/repli5,"Göteborg, Vastra Gotaland, Sweden, Europe",Repli5 speeds up and lowers the cost of developing autonomous vehicles.,https://repli5.com,Seed,2,6000000,SEK,571005,Yes,Seed,1
Seed Round - UpVisit,https://www.crunchbase.com/funding_round/upvisit-seed--4ef95d47,"Augmented Reality, Education, Museums and Historical Sites, Navigation, Smart Building, Smart Cities, Software, Tourism",,,1600000,EUR,1719992,Seed,2024-05-07,,,,UpVisit,https://www.crunchbase.com/organization/upvisit,"Stuttgart, Baden-Wurttemberg, Germany, Europe","UpVisit is a digital operating system for upgrading physical spaces, with DeepTech access and connects the analog and digital worlds.",https://upvisit.io,Seed,2,1600000,EUR,1719992,Yes,Seed,
Seed Round - ANYO Labs,https://www.crunchbase.com/funding_round/anyo-labs-ab-seed--6a95a471,"Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Pharmaceutical",,Chalmers Ventures AB,4700000,SEK,443771,Seed,2024-05-30,,,,ANYO Labs,https://www.crunchbase.com/organization/anyo-labs-ab,"Göteborg, Vastra Gotaland, Sweden, Europe",ANYO Labs specializes in AI powered in silico drug discover tools for biotechnology companies,https://www.anyolabs.com/,Seed,3,5000000,SEK,471979,Yes,Seed,1
Seed Round - cabuu,https://www.crunchbase.com/funding_round/cabuu-seed--d25432f2,EdTech,,"ES KAPITAL, Volksbank Albstadt ChancenKapital",325000,EUR,348331,Seed,2024-05-01,,,,cabuu,https://www.crunchbase.com/organization/cabuu,"Dreieich, Hessen, Germany, Europe",cabuu is the zero-effort memorization app that replaces flashcard learning with interactive facts,https://www.cabuu.app,Seed,7,2235000,EUR,2488709,Yes,Seed,2
Pre Seed Round - AIATELLA,https://www.crunchbase.com/funding_round/aiatella-pre-seed--6e8acf2b,"Health Diagnostics, Medical Device, SaaS",Nordic Science Investments,"Kristian Ranta, Nordic Science Investments",350000,EUR,379978,Pre-Seed,2024-06-01,,,,AIATELLA,https://www.crunchbase.com/organization/aiatella,"Helsinki, Southern Finland, Finland, Europe",Medical Enterprise SaaS,https://www.aiatella.com/,Seed,3,350000,EUR,379978,Yes,Seed,2
Seed Round - Coiniverse,https://www.crunchbase.com/funding_round/coiniverse-seed--177c20e4,"Apps, Database, Information Technology",Innovestor,Innovestor,290000,EUR,311076,Seed,2024-04-25,,,,Coiniverse,https://www.crunchbase.com/organization/coiniverse,"Helsinki, Southern Finland, Finland, Europe",Coiniverse is an all-in-one coin-collecting app that caters to both experienced and newbie collectors worldwide.,https://www.coiniverse.app,Seed,1,290000,EUR,311076,Yes,Seed,1
Seed Round - Stepwise,https://www.crunchbase.com/funding_round/stepwise-a36b-seed--357d2846,Environmental Consulting,,,35000000,NOK,3279592,Seed,2024-06-18,,,,Stepwise,https://www.crunchbase.com/organization/stepwise-a36b,"Stavanger, Rogaland, Norway, Europe",Stepwise is a cutting-edge emissions management tool designed specifically to help energy firms minimize their carbon footprint.,https://www.stepwise.no/,Seed,1,35000000,NOK,3279592,Yes,Seed,
Pre Seed Round - DataPulse Research,https://www.crunchbase.com/funding_round/datapulse-research-pre-seed--f1615cec,"Data Visualization, Digital Media",,"Oguzhan Kalkan, Raoul Schreck",,,,Pre-Seed,2024-06-23,,,,DataPulse Research,https://www.crunchbase.com/organization/datapulse-research,"Berlin, Berlin, Germany, Europe",DataPulse Research is an independent research institute that publishes data driven studies and infographics.,https://www.datapulse.de/,Seed,1,,,,Yes,Seed,2
Seed Round - Vyoma GmbH,https://www.crunchbase.com/funding_round/vyoma-seed--b665c3f3,"Aerospace, Artificial Intelligence (AI), Satellite Communication, Space Travel",European Investment Fund,European Investment Fund,5000000,EUR,5419067,Seed,2024-04-03,,,,Vyoma GmbH,https://www.crunchbase.com/organization/vyoma,"Munich, Bayern, Germany, Europe","Vyoma helps in increasing confidence in space with real-time debris observations and AI, for safe and automated satellite operations.",https://vyoma.space/,Seed,3,13500000,EUR,14701046,Yes,Seed,1
Seed Round - CeLLife Technologies,https://www.crunchbase.com/funding_round/cellife-technologies-seed--8de53848,"Battery, Manufacturing, Test and Measurement",Ventech,Ventech,2000000,EUR,2153896,Seed,2024-06-11,,,,CeLLife Technologies,https://www.crunchbase.com/organization/cellife-technologies,"Tampere, Western Finland, Finland, Europe","CeLLife is a technology business that specializes in sophisticated measurement, quality assurance, and diagnostics for the battery sector.",https://www.cellife.fi,Seed,1,2000000,EUR,2153896,Yes,Seed,1
Seed Round - Tacalyx,https://www.crunchbase.com/funding_round/tacalyx-seed--873c1149,"Biotechnology, Health Care, Life Science, Therapeutics",Thuja Capital,Thuja Capital,7000000,EUR,7538636,Seed,2024-06-11,,,,Tacalyx,https://www.crunchbase.com/organization/tacalyx,"Berlin, Berlin, Germany, Europe",Tacalyx is a biotech company focused on the discovery and development of novel anti-TACA,https://www.tacalyx.com/,Seed,2,14000000,EUR,15204585,Yes,Seed,1
Pre Seed Round - Re:meat,https://www.crunchbase.com/funding_round/re-meat-pre-seed--829dae91,Alternative Protein,Brinc,Brinc,,,,Pre-Seed,2024-05-24,,,,Re:meat,https://www.crunchbase.com/organization/re-meat,"Malmö, Skane Lan, Sweden, Europe",Re:meat develops cultivated meats with a focus on industrial scale production,https://www.remeatfoods.com/,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Evaluator,https://www.crunchbase.com/funding_round/evaluator-pre-seed--195af851,"Insurance, InsurTech, Life Insurance",,Antler,150000,EUR,162921,Pre-Seed,2024-05-27,,,,Evaluator,https://www.crunchbase.com/organization/evaluator,"Oslo, Oslo, Norway, Europe","Evaluator simplifies insurance brokerage by offering clear comparisons, personalized guidance, and easy policy management.",https://www.evaluator.no/,Seed,1,150000,EUR,162921,Yes,Seed,1
Pre Seed Round - Nvelop,https://www.crunchbase.com/funding_round/nvelop-pre-seed--8aeacf4b,"Artificial Intelligence (AI), Information and Communications Technology (ICT), SaaS, Software",,Antler,150000,EUR,160595,Pre-Seed,2024-06-20,,,,Nvelop,https://www.crunchbase.com/organization/nvelop,"Helsinki, Southern Finland, Finland, Europe","AI-powered IT sourcing Run accelerated, more impactful IT sourcing with automated, AI-driven SaaS platform.",https://nvelop.ai/,Seed,1,150000,EUR,160595,Yes,Seed,1
