Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - SpecterX,https://www.crunchbase.com/funding_round/specterx-seed--be219aca,"Cloud Management, Cloud Security, Information Technology, Security",,4G Capital,,,,Seed,2022-03-01,,,,SpecterX,https://www.crunchbase.com/organization/specterx,"Berlin, Berlin, Germany, Europe",SpecterX develops and creates technology solutions to organize data of enterprises.,https://www.specterx.com,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Human Labs,https://www.crunchbase.com/funding_round/human-labs-937a-pre-seed--05f8e490,Artificial Intelligence (AI),,"Alexander Artope, Dirk Hoke",1300000,EUR,1372077,Pre-Seed,2022-04-27,,,,Human Labs,https://www.crunchbase.com/organization/human-labs-937a,"Grünwald, Bayern, Germany, Europe",Building the strongest communities.,https://hmnlbs.com,Seed,1,1300000,EUR,1372077,Yes,Seed,2
Pre Seed Round - Konvi,https://www.crunchbase.com/funding_round/konvi-pre-seed--b5e236eb,"Asset Management, Crowdfunding, Financial Services, Mobile Apps, Web Apps",,"Amir Nooriala, APX, Christoph Röttele, Claire Valoti, Didier Valet, DVC, T0 Ventures",900000,USD,900000,Pre-Seed,2022-03-09,,,,Konvi,https://www.crunchbase.com/organization/konvi,"Berlin, Berlin, Germany, Europe","Konvi app is the European crowdfunding platform enabling partial ownership into high-yielding, luxury assets.",https://konvi.app,Seed,3,900000,USD,900000,Yes,Seed,7
Seed Round - Planet A Ventures,https://www.crunchbase.com/funding_round/planet-a-ventures-seed--9f4c2f94,Venture Capital,,NxGen.xyz,,,,Seed,2022-01-01,,,,Planet A Ventures,https://www.crunchbase.com/organization/planet-a-ventures,"Berlin, Berlin, Germany, Europe",Planet A is a greentech venture fund looking to support European solutions for a sustainable future.,https://planet-a.com/#contact,Seed,1,,,,Yes,Seed,1
Seed Round - XbyX® – Women in Balance,https://www.crunchbase.com/funding_round/xbyx-women-in-balance-seed--a1066283,"Communities, Consumer Goods, Health Care, Wellness, Women's",,Auxxo,,,,Seed,2022-01-01,,,,XbyX® – Women in Balance,https://www.crunchbase.com/organization/xbyx-women-in-balance,"Berlin, Berlin, Germany, Europe","Digital platform for midlife female health: Step by step, Woman by Woman.",https://xbyx.de/,Seed,2,,,,Yes,Seed,1
Seed Round - Blidz,https://www.crunchbase.com/funding_round/blidz-seed--308c2d52,"E-Commerce, Gamification, Gaming, Shopping","General Catalyst, Peak","Christopher North, D4 Ventures, Don Hoang, Fabric Ventures, FJ Labs, General Catalyst, IPR.VC, Peak, Ventech, Youngme Moon",6000000,EUR,6603813,Seed,2022-03-23,,,,Blidz,https://www.crunchbase.com/organization/blidz,"Helsinki, Southern Finland, Finland, Europe",ddd,,Seed,2,7730000,EUR,8577811,Yes,Seed,10
Pre Seed Round - Vind AI,https://www.crunchbase.com/funding_round/vind-ai-8751-pre-seed--f73d6000,"Artificial Intelligence (AI), Information Technology, SaaS, Software",,,,,,Pre-Seed,2022-05-03,,,,Vind AI,https://www.crunchbase.com/organization/vind-ai-8751,"Oslo, Oslo, Norway, Europe","Vind AI currently supports screening, conceptual and pre-feed design phases for offshore wind projects.",https://vind.asia/,Seed,2,,,,Yes,Seed,
Seed Round - BettaF!sh,https://www.crunchbase.com/funding_round/bettaf-sh-seed--c49661ef,"Food and Beverage, Food Processing, Manufacturing, Plant-Based Foods, Seafood, Snack Food",,Hermesa,,,,Seed,2022-01-01,,,,BettaF!sh,https://www.crunchbase.com/organization/bettaf-sh,"Berlin, Berlin, Germany, Europe",BettaF!sh is a manufacturing company that focuses on developing plant-based tuna alternatives.,https://bettafish.co,Seed,2,,,,Yes,Seed,1
Pre Seed Round - SourceOps,https://www.crunchbase.com/funding_round/sourceops-pre-seed--d98c6fb0,"Artificial Intelligence (AI), Cyber Security, Security, Software",Antler,Antler,130000,USD,130000,Pre-Seed,2022-01-01,,,,SourceOps,https://www.crunchbase.com/organization/sourceops,"Stockholm, Stockholms Lan, Sweden, Europe",SourceOps is a software company that detects and patches software security vulnerabilities using modern AI techniques.,https://sourceops.io,Seed,1,130000,USD,130000,Yes,Seed,1
Seed Round - Edurino,https://www.crunchbase.com/funding_round/edurino-seed--18950ef0,"Children, E-Learning, EdTech",b2venture,"b2venture, Ben Drury, Christian Felgenhauer, Emerge, Jens Begemann, Maurice Khudhir, Pirate Impact, Verena Pausder",3350000,EUR,3809896,Seed,2022-02-16,,,,Edurino,https://www.crunchbase.com/organization/edurino,"Munich, Bayern, Germany, Europe",Edurino is an e-learning platform that introduces digital learning responsibly and playfully for children aged 4-8+.,https://edurino.com,Seed,6,13850000,EUR,14938424,Yes,Early Stage Venture,8
Seed Round - cloe.ai,https://www.crunchbase.com/funding_round/cloe-ai-seed--aac2a25d,Artificial Intelligence (AI),,Cur8 Capital,,,,Seed,2022-01-01,,,,cloe.ai,https://www.crunchbase.com/organization/cloe-ai,"Berlin, Berlin, Germany, Europe","cloe.ai provides automated, intelligent, and modular damage appraisal and claim assistant.",https://cloe.ai,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Glocally,https://www.crunchbase.com/funding_round/glocally-yc-w22-pre-seed--2e331f03,"E-Commerce, Internet, Logistics",Y Combinator,Y Combinator,500000,USD,500000,Pre-Seed,2022-03-22,,,,Glocally,https://www.crunchbase.com/organization/glocally-yc-w22,"Munich, Bayern, Germany, Europe",Glocally is an e-commerce delivery company offering logistics services with sustainable vehicles.,http://glocally.de,Seed,1,500000,USD,500000,Yes,Seed,1
Seed Round - Violet,https://www.crunchbase.com/funding_round/violet-9fb5-seed--a178caf6,"Decentralized Finance (DeFi), Finance, Financial Services, Software",,"Balderton Capital, BlueYard Capital, Ethereal Ventures, FinTech Collective, Frontline Ventures, Inflection.xyz",,,,Seed,2022-04-05,,,,Violet,https://www.crunchbase.com/organization/violet-9fb5,"Berlin, Berlin, Germany, Europe",Violet is a protocol built on ethereum.,https://violet.co,Seed,1,,,,Yes,Seed,6
Pre Seed Round - Invert,https://www.crunchbase.com/funding_round/invert-a16b-pre-seed--4304164b,"Application Performance Management, Data Management, SaaS",Y Combinator,Y Combinator,500000,USD,500000,Pre-Seed,2022-03-22,,,,Invert,https://www.crunchbase.com/organization/invert-a16b,"Copenhagen, Hovedstaden, Denmark, Europe",Invert is a data analysis platform that offers bioprocess data.,https://invertbio.com/,Seed,2,20649993,USD,20649993,Yes,Seed,1
Pre Seed Round - twinwin,https://www.crunchbase.com/funding_round/twinwin-pre-seed--8bf5b900,"Human Resources, Information Technology, Legal Tech",,,325000,EUR,359905,Pre-Seed,2022-03-31,,,,twinwin,https://www.crunchbase.com/organization/twinwin,"Berlin, Berlin, Germany, Europe",Legal Tech with <3 for HR,https://www.twin.win,Seed,3,1255000,EUR,1388120,Yes,Seed,
Pre Seed Round - JUPUS,https://www.crunchbase.com/funding_round/jupus-by-iurtech-pre-seed--e93b5978,"Artificial Intelligence (AI), Legal Tech, SaaS",Carcharodon Capital,Carcharodon Capital,,,,Pre-Seed,2022-01-10,,,,JUPUS,https://www.crunchbase.com/organization/jupus-by-iurtech,"Cologne, Nordrhein-Westfalen, Germany, Europe",JUPUS is the AI secretary for law firms,https://www.jupus.de,Seed,3,1850000,EUR,2007415,Yes,Seed,1
Pre Seed Round - Impactly,https://www.crunchbase.com/funding_round/impactly-7022-pre-seed--61f02020,"Analytics, Artificial Intelligence (AI), Data Integration, Social Impact",Accelerace,Accelerace,100671,EUR,112364,Pre-Seed,2022-03-30,,,,Impactly,https://www.crunchbase.com/organization/impactly-7022,"Copenhagen, Hovedstaden, Denmark, Europe",Impactly develops reporting analytics software to gather and measure social impact data through digital solutions.,https://www.impactly.dk/,Seed,1,100671,EUR,112364,Yes,Seed,1
Pre Seed Round - IDUN Audio,https://www.crunchbase.com/funding_round/idun-audio-pre-seed--29e64f52,,Accelerace,Accelerace,241611,EUR,271315,Pre-Seed,2022-01-31,,,,IDUN Audio,https://www.crunchbase.com/organization/idun-audio,"Copenhagen, Hovedstaden, Denmark, Europe",IDUN Audio spatial audio is the future of any headphone solution that offers users a sound experience and a comfortable listening situation.,http://idun-audio.com,Seed,1,241611,EUR,271315,Yes,Seed,1
Pre Seed Round - Judico,https://www.crunchbase.com/funding_round/judico-7283-pre-seed--4794cb76,,Accelerace,Accelerace,137752,EUR,140869,Pre-Seed,2022-07-30,,,,Judico,https://www.crunchbase.com/organization/judico-7283,"Copenhagen, Hovedstaden, Denmark, Europe",Judico is a software company provides world's first compliance guidance tool.,https://www.judico.io,Seed,1,137752,EUR,140869,Yes,Seed,1
Pre Seed Round - THE UPCYCL,https://www.crunchbase.com/funding_round/the-upcycl-pre-seed--d5e51581,"B2B, Environmental Consulting, Sustainability, Waste Management",Accelerace,Accelerace,83893,EUR,87907,Pre-Seed,2022-06-30,,,,THE UPCYCL,https://www.crunchbase.com/organization/the-upcycl,"Aarhus, Midtjylland, Denmark, Europe",THE UPCYCL is a B2B material exchange platform that promotes the trading of new waste materials while accelerating the circular economy.,https://theupcycl.dk/,Seed,1,83893,EUR,87907,Yes,Seed,1
Pre Seed Round - Stylique,https://www.crunchbase.com/funding_round/stylique-d955-pre-seed--a2fe505d,"B2B, B2C, Brand Marketing, Communities, Construction, Home Improvement, Home Renovation, Interior Design, Multi-level Marketing",,Lakeside Invest & Consult,400000,EUR,454640,Pre-Seed,2022-01-11,4000000,EUR,4546400,Stylique,https://www.crunchbase.com/organization/stylique-d955,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",Stylique operates as an interior design platform that connects relevant B2B partners directly with each other and with customers.,https://stylique.de/,Seed,4,1621000,EUR,1762728,Yes,Seed,1
Pre Seed Round - Doubble,https://www.crunchbase.com/funding_round/doubble-pre-seed--871ddf83,"Dating, Internet, Social Media",Accelerace,Accelerace,196868,EUR,218760,Pre-Seed,2022-03-02,,,,Doubble,https://www.crunchbase.com/organization/doubble,"Copenhagen, Hovedstaden, Denmark, Europe",Doubble is a social technology company that is building the future experiences we create with our close friends,https://www.doubble.app,Seed,2,1196868,EUR,1294827,Yes,Seed,1
Seed Round - Dryp,https://www.crunchbase.com/funding_round/dryp-seed--bf31d48d,"Artificial Intelligence (AI), Machine Learning, Sensor, Water",,Investo Capital,9000000,DKK,1312460,Seed,2022-04-20,,,,Dryp,https://www.crunchbase.com/organization/dryp,"Copenhagen, Hovedstaden, Denmark, Europe",Dryp provides an IoT-enabled wireless sensor that collects real-time water data.,https://www.drypdata.com/,Seed,2,9000000,DKK,1312460,Yes,Seed,1
Seed Round - HOLY,https://www.crunchbase.com/funding_round/holy-98a1-seed--ea810678,"E-Commerce, Food and Beverage, Manufacturing",,Bitburger Ventures,,,,Seed,2022-07-15,,,,HOLY,https://www.crunchbase.com/organization/holy-98a1,"Berlin, Berlin, Germany, Europe",HOLY is an e-commerce platform that produces soft drinks including HOLY energy and HOLY iced tea.,https://de.weareholy.com,Seed,4,10500000,EUR,11338983,Yes,Early Stage Venture,1
Seed Round - Kitekraft,https://www.crunchbase.com/funding_round/kitekraft-seed--53bb44a9,"Electrical Distribution, Energy, Renewable Energy, Wind Energy",,,1441454,USD,1441454,Seed,2022-07-14,,,,Kitekraft,https://www.crunchbase.com/organization/kitekraft,"Munich, Bayern, Germany, Europe",Kitekraft is involved in the design and development of flying wind turbines that generate electrical energy and electricity at a low cost.,https://www.kitekraft.de/,Seed,5,3166454,USD,3166454,Yes,,
Seed Round - Algorithmiq,https://www.crunchbase.com/funding_round/algorithmiq-seed--71b553df,"Biotechnology, Life Science, Market Research, Quantum Computing",,"David Helgason, Feroz Dewan, Haakon Overli, Jorma Ollila, K5 Global, Keenan Rice, Thames Trust, Tiger Global Management",4000000,USD,4000000,Seed,2022-02-02,,,,Algorithmiq,https://www.crunchbase.com/organization/algorithmiq,"Turku, Western Finland, Finland, Europe",Algorithmiq develops algorithms to solve currently inaccessible problems in life sciences.,https://algorithmiq.fi,Seed,2,19340566,USD,19340566,Yes,Early Stage Venture,8
Seed Round - how.fm,https://www.crunchbase.com/funding_round/soundreply-seed--9cb65385,"Information Technology, Software",Join Capital,"Andrej Henkler, Capnamic Ventures, Christopher North, François Nuyts, Join Capital, Kindred Capital, Leblon Capital, Michael Wax",5000000,EUR,5366350,Seed,2022-05-26,,,,how.fm,https://www.crunchbase.com/organization/soundreply,"Cologne, Nordrhein-Westfalen, Germany, Europe",how.fm is a manual worker training and performance support platform,http://www.how.fm,Seed,2,8166350,USD,8166350,Yes,Seed,8
Seed Round - voiio,https://www.crunchbase.com/funding_round/voiio-seed--cee58041,Health Care,Ananda Impact Ventures,"Ananda Impact Ventures, Steffen Zoller",,,,Seed,2022-07-20,,,,voiio,https://www.crunchbase.com/organization/voiio,"Berlin, Berlin, Germany, Europe","voiio is the first all-in-one solution for companies that care about their employees physical, mental and emotional welfare.",https://voiio.de,Seed,2,,,,Yes,Seed,2
Pre Seed Round - Consenz International,https://www.crunchbase.com/funding_round/consenz-pre-seed--9d583350,"Automotive, Consumer Electronics, Hardware, Information and Communications Technology (ICT), Smart Cities, Software",,Kiuas,200000,USD,200000,Pre-Seed,2022-03-01,1500000,USD,1500000,Consenz International,https://www.crunchbase.com/organization/consenz,"Nacka, Stockholms Lan, Sweden, Europe",Consenz is a HW+SaaS company targeting the existing car fleet globally with an AI Driver Assistant hosted in a retrofit Head-up Display,https://www.consenz.co,Seed,4,367042,USD,367042,Yes,Seed,1
Seed Round - Leneo,https://www.crunchbase.com/funding_round/leneo-seed--a952899f,"Banking, Finance, Financial Services, FinTech",SEB Venture Capital,SEB Venture Capital,3750000,USD,3750000,Seed,2022-06-12,,,,Leneo,https://www.crunchbase.com/organization/leneo,"Copenhagen, Hovedstaden, Denmark, Europe",Leneo's SaaS platform empowers you with intuitive CPQ and CLM tools for recurring revenue models,http://www.leneo.com,Seed,2,3750000,USD,3750000,Yes,Seed,1
Seed Round - Evitado Technologies,https://www.crunchbase.com/funding_round/evitado-technologies-seed--b4cf5a4b,"Air Transportation, Robotics, Software",,Nidobirds Ventures,,,,Seed,2022-06-26,,,,Evitado Technologies,https://www.crunchbase.com/organization/evitado-technologies,"Hamburg, Hamburg, Germany, Europe",Evitado Technologies focuses on automating airport operations by building an automation platform.,https://evitado.io/,Seed,3,,,,Yes,Seed,1
Seed Round - Circular Carbon Chemistry,https://www.crunchbase.com/funding_round/circular-carbon-chemistry-seed--1bf48050,"Chemical, Environmental Engineering, Manufacturing",Planet A Ventures,"Jim Snabe, Jürgen Hambrecht, Planet A Ventures, SquareOne Venture Capital, Wolfgang Reitzle",5000000,EUR,5487553,Seed,2022-04-04,,,,Circular Carbon Chemistry,https://www.crunchbase.com/organization/circular-carbon-chemistry,"Berlin, Berlin, Germany, Europe",Circular Carbon Chemistry is a chemical production company.,https://www.carbon.one/,Seed,2,5000000,EUR,5487553,Yes,,5
Seed Round - Tangany,https://www.crunchbase.com/funding_round/tangany-seed--d11adde2,"B2B, Blockchain, Cloud Infrastructure, Cryptocurrency, Financial Services, SaaS",Nauta Capital,"C3 Venture Capital, HTGF | High-Tech Gruenderfonds, Nauta Capital",7000000,EUR,7595066,Seed,2022-04-20,,,,Tangany,https://www.crunchbase.com/organization/tangany,"Munich, Bayern, Germany, Europe",Tangany is a regulated crypto custodian based in Germany.,https://tangany.com,Seed,4,7185000,EUR,7816903,Yes,Seed,3
Pre Seed Round - Hukka AI,https://www.crunchbase.com/funding_round/hukka-ai-pre-seed--4c85981b,"Artificial Intelligence (AI), Machine Learning, SaaS, Software",,Gorilla Capital,,,,Pre-Seed,2022-01-01,,,,Hukka AI,https://www.crunchbase.com/organization/hukka-ai,"Helsinki, Southern Finland, Finland, Europe",Hukka AI is easy-to-use software to measure and reduce food waste in professional kitchens.,http://hukka.ai,Seed,2,280000,EUR,334249,Yes,Seed,1
Seed Round - MYNE Homes,https://www.crunchbase.com/funding_round/myne-homes-seed--9850533d,"Real Estate, Real Estate Investment, Rental Property",,Loric Ventures,,,,Seed,2022-02-01,,,,MYNE Homes,https://www.crunchbase.com/organization/myne-homes,"Berlin, Berlin, Germany, Europe",MYNE Homes is a digital co-ownership platform for vacation properties.,https://www.myne-homes.de,Seed,4,63500000,EUR,67268844,Yes,Early Stage Venture,1
Seed Round - Rex,https://www.crunchbase.com/funding_round/rex-d916-seed--5150e213,"Apps, Health Care, Pet, Veterinary",Vorwerk Ventures,"Anselm Bauer, Benjamin Guenther, Calm/Storm Ventures, Christoph Baumeister, Edward Lando, Florian Seubert, Jon Oringer, Jonas Rieke, Julian Kley, Max-Josef Meier, Michelson Impact Ventures, Nadav Ben-Chanoch, Pareto Holdings, Philipp Roesch-Schlanderer, Picus Capital, Ron Zori, Sebastian Schuon, Simon Bolz, Simon Lorenz, Stefan Zuschke, Vlad Lata, Vorwerk Ventures",5000000,EUR,5073752,Seed,2022-07-18,,,,Rex,https://www.crunchbase.com/organization/rex-d916,"Berlin, Berlin, Germany, Europe","Rex is a tech-enabled services company building and operating design-forward, tech-enabled vet clinics.",https://rex.app/,Seed,2,5000000,EUR,5073752,Yes,Seed,22
